movies_name,movies_rating,movies_tv_rating,movies_genre,movies_year,,Row Labels,Average of movies_rating,,,,,,,,Row Labels,Count of movies_tv_rating,,,,Row Labels,,Row Labels,Count of movies_genre
The Wheel of Time: Origins,7,,"Animation, Drama, Fantasy",(2021– ),,,,,,,,,,,,,,,,"Adventure, Sci-Fi, Western",,"Animation, Family, Sci-Fi",24
Who Framed Roger Rabbit,7.7,PG,"Animation, Adventure, Comedy",-1988,,,,,,,,,,,,,,,,Animation,,"Comedy, Drama, War",23
Lilo & Stitch,7.3,PG,"Animation, Adventure, Comedy",-2002,,,,,,,,,,,,,,,,"Animation, Action",,"Animation, Comedy, Short",23
Haikyuu!!,8.8,TV-14,"Animation, Comedy, Drama",(2014–2020),,,,,,,,,,,,,,,,"Animation, Action, Adventure",,"Animation, Crime, Drama",23
Shrek the Third,6.1,PG,"Animation, Adventure, Comedy",-2007,,,,,,,,,,,,,,,,"Animation, Action, Comedy",,"Animation, Action",23
Puss in Boots: The Last Wish,,,"Animation, Adventure, Comedy",-2022,,,,,,,,,,,,,,,,"Animation, Action, Crime",,"Comedy, Drama, Thriller",22
Pokémon,7.5,TV-Y7,"Animation, Action, Adventure",(1997– ),,,,,,,,,,,,,,,,"Animation, Action, Drama",,"Comedy, Thriller",22
Cars 3,6.7,G,"Animation, Adventure, Comedy",-2017,,,,,,,,,,,,,,,,"Animation, Action, Family",,"Animation, Action, Horror",22
Pinocchio: A True Story,4.7,PG,"Animation, Family, Fantasy",-2021,,,,,,,,,,,,,,,,"Animation, Action, Fantasy",,"Animation, Comedy, Music",22
Mulan,7.6,G,"Animation, Adventure, Comedy",-1998,,,,,,,,,,,,,,,,"Animation, Action, History",,"Adventure, Sci-Fi, Thriller",22
Madagascar,6.9,PG,"Animation, Adventure, Comedy",-2005,,,,,,,,,,,,,,,,"Animation, Action, Horror",,"Documentary, Comedy",21
Monster,8.7,TV-14,"Animation, Crime, Drama",(2004–2010),,,,,,,,,,,,,,,,"Animation, Action, Music",,"Crime, Drama, Mystery",21
The Croods: A New Age,6.9,PG,"Animation, Adventure, Comedy",-2020,,,,,,,,,,,,,,,,"Animation, Action, Mystery",,"Comedy, Game-Show",21
Smiling Friends,8.5,TV-MA,"Animation, Short, Comedy",(2020– ),,,,,,,,,,,,,,,,"Animation, Action, Romance",,"Action, Comedy, Thriller",21
Code Geass,8.7,TV-14,"Animation, Action, Drama",(2006–2012),,,,,,,,,,,,,,,,"Animation, Action, Sci-Fi",,"Action, Comedy, Romance",21
The House,6.8,TV-MA,"Animation, Comedy, Drama",(III) (2022),,,,,,,,,,,,,,,,"Animation, Action, Sport",,"Animation, Fantasy, Horror",21
Jurassic World: Camp Cretaceous,7.5,TV-PG,"Animation, Action, Adventure",(2020–2022),,,,,,,,,,,,,,,,"Animation, Action, Thriller",,"Adventure, Drama, Mystery",21
Wreck-It Ralph,7.7,PG,"Animation, Adventure, Comedy",-2012,,,,,,,,,,,,,,,,"Animation, Action, War",,"Action, Comedy, Family",21
Brave,7.1,PG,"Animation, Adventure, Comedy",-2012,,,,,,,,,,,,,,,,"Animation, Action, Western",,"Comedy, Talk-Show",20
Atlantis: The Lost Empire,6.9,PG,"Animation, Action, Adventure",-2001,,,,,,,,,,,,,,,,"Animation, Adult, Romance",,"Action, Sci-Fi, War",20
Star Trek: Prodigy,6.8,TV-Y7,"Animation, Action, Adventure",(2021– ),,,,,,,,,,,,,,,,"Animation, Adventure",,"Comedy, Drama, History",20
Ice Age: Scrat Tales,7.5,TV-G,"Animation, Comedy, Family",-2022,,,,,,,,,,,,,,,,"Animation, Adventure, Action",,"Adventure, Comedy, Romance",20
The Princess and the Frog,7.1,G,"Animation, Adventure, Comedy",-2009,,,,,,,,,,,,,,,,"Animation, Adventure, Biography",,"Comedy, War",19
Tom & Jerry: The Movie,5.2,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Adventure, Comedy",,"Crime, Horror, Sci-Fi",19
Neon Genesis Evangelion,8.5,TV-MA,"Animation, Action, Drama",(1995–1996),,,,,,,,,,,,,,,,"Animation, Adventure, Crime",,"Animation, Romance",19
Onward,7.4,PG,"Animation, Adventure, Comedy",(I) (2020),,,,,,,,,,,,,,,,"Animation, Adventure, Drama",,"Animation, Comedy, Musical",19
Minions,6.4,PG,"Animation, Adventure, Comedy",-2015,,,,,,,,,,,,,,,,"Animation, Adventure, Family",,"Comedy, Romance, Sport",18
The Boss Baby 2: Family Business,5.9,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Adventure, Fantasy",,"Documentary, Animation, Short",18
Strange World,,,"Animation, Action, Adventure",-2022,,,,,,,,,,,,,,,,"Animation, Adventure, History",,"Comedy, Family, Musical",18
Solar Opposites,8,TV-MA,"Animation, Comedy, Sci-Fi",(2020– ),,,,,,,,,,,,,,,,"Animation, Adventure, Horror",,"Crime, Sci-Fi, Thriller",18
Demon Slayer the Movie: Mugen Train,8.2,R,"Animation, Action, Adventure",-2020,,,,,,,,,,,,,,,,"Animation, Adventure, Music",,"Comedy, Crime, Family",18
Ultraman,6.8,TV-14,"Animation, Action, Adventure",(2019– ),,,,,,,,,,,,,,,,"Animation, Adventure, Musical",,"Animation, Horror",18
Monsters University,7.3,G,"Animation, Adventure, Comedy",-2013,,,,,,,,,,,,,,,,"Animation, Adventure, Mystery",,"Biography, Comedy, Crime",18
Steven Universe,8.2,TV-PG,"Animation, Short, Action",(2013–2020),,,,,,,,,,,,,,,,"Animation, Adventure, Romance",,"Action, Fantasy, Horror",18
Toy Story 2,7.9,G,"Animation, Adventure, Comedy",-1999,,,,,,,,,,,,,,,,"Animation, Adventure, Sci-Fi",,"Animation, Drama, Music",18
Akira,8,R,"Animation, Action, Drama",-1988,,,,,,,,,,,,,,,,"Animation, Adventure, Sport",,"Animation, Biography, Drama",18
The Guardians of Justice (Will Save You!),4.8,TV-MA,"Animation, Action, Adventure",(2022– ),,,,,,,,,,,,,,,,"Animation, Biography",,"Short, Comedy, Drama",17
Treasure Planet,7.1,PG,"Animation, Adventure, Family",-2002,,,,,,,,,,,,,,,,"Animation, Biography, Comedy",,"Comedy, Family, Sport",17
Tarzan,7.3,G,"Animation, Adventure, Comedy",-1999,,,,,,,,,,,,,,,,"Animation, Biography, Crime",,"Animation, Drama, Sport",17
Sonic the Hedgehog 3,,,"Animation, Action, Adventure",,,,,,,,,,,,,,,,,"Animation, Biography, Drama",,"Animation, Adventure, Crime",17
How to Train Your Dragon 2,7.8,PG,"Animation, Action, Adventure",-2014,,,,,,,,,,,,,,,,"Animation, Biography, Family",,"Animation, Family, Short",17
My Neighbor Totoro,8.1,G,"Animation, Comedy, Family",-1988,,,,,,,,,,,,,,,,"Animation, Comedy",,"Adventure, Drama, Family",16
Pocahontas,6.7,G,"Animation, Adventure, Drama",(I) (1995),,,,,,,,,,,,,,,,"Animation, Comedy, Action",,"Short, Comedy, Sci-Fi",15
The Boondocks,8.5,TV-MA,"Animation, Action, Comedy",(2005–2014),,,,,,,,,,,,,,,,"Animation, Comedy, Crime",,"Comedy, Mystery",15
Finding Dory,7.3,PG,"Animation, Adventure, Comedy",-2016,,,,,,,,,,,,,,,,"Animation, Comedy, Drama",,"Sci-Fi, Horror",14
The Lego Movie 2: The Second Part,6.6,PG,"Animation, Action, Adventure",-2019,,,,,,,,,,,,,,,,"Animation, Comedy, Family",,"Drama, Fantasy, Romance",14
The Secret Life of Pets,6.5,PG,"Animation, Adventure, Comedy",-2016,,,,,,,,,,,,,,,,"Animation, Comedy, Fantasy",,"Short, Action, Drama",14
Ralph Breaks the Internet,7,PG,"Animation, Adventure, Comedy",-2018,,,,,,,,,,,,,,,,"Animation, Comedy, Game-Show",,"Documentary, Animation, History",14
Trolls 2: World Tour,6,PG,"Animation, Adventure, Comedy",-2020,,,,,,,,,,,,,,,,"Animation, Comedy, History",,"Animation, Drama, History",14
Hotel Transylvania,7,PG,"Animation, Comedy, Family",-2012,,,,,,,,,,,,,,,,"Animation, Comedy, Horror",,"Animation, Horror, Mystery",14
The Seven Deadly Sins,7.9,TV-14,"Animation, Action, Adventure",(2014–2021),,,,,,,,,,,,,,,,"Animation, Comedy, Music",,"Comedy, Horror, Music",13
Tokyo Ghoul,7.8,TV-MA,"Animation, Action, Drama",-2014,,,,,,,,,,,,,,,,"Animation, Comedy, Musical",,"Animation, Action, Sport",13
Kung Fu Panda 3,7.1,PG,"Animation, Action, Adventure",-2016,,,,,,,,,,,,,,,,"Animation, Comedy, Mystery",,"Comedy, Crime, Horror",13
Phineas and Ferb,8,TV-G,"Animation, Short, Action",(2007–2015),,,,,,,,,,,,,,,,"Animation, Comedy, News",,"Music, Sci-Fi",12
Corpse Bride,7.3,PG,"Animation, Drama, Family",-2005,,,,,,,,,,,,,,,,"Animation, Comedy, Reality-TV",,"Short, Sci-Fi, Thriller",12
Paws of Fury: The Legend of Hank,,PG,"Animation, Action, Comedy",-2022,,,,,,,,,,,,,,,,"Animation, Comedy, Romance",,"Crime, Drama, Horror",12
Cars 2,6.2,G,"Animation, Adventure, Comedy",-2011,,,,,,,,,,,,,,,,"Animation, Comedy, Sci-Fi",,"Drama, Mystery, Romance",12
PAW Patrol,6.1,TV-Y,"Animation, Adventure, Comedy",(2013– ),,,,,,,,,,,,,,,,"Animation, Comedy, Short",,"Fantasy, Horror, Mystery",12
The Croods,7.2,PG,"Animation, Adventure, Comedy",-2013,,,,,,,,,,,,,,,,"Animation, Comedy, Sport",,"Comedy, Fantasy, Musical",12
Anastasia,7.1,G,"Animation, Adventure, Drama",-1997,,,,,,,,,,,,,,,,"Animation, Comedy, Talk-Show",,"Animation, Fantasy, Sci-Fi",12
9,7,PG-13,"Animation, Action, Adventure",(I) (2009),,,,,,,,,,,,,,,,"Animation, Comedy, War",,"Adventure, Comedy, Horror",12
Shark Tale,6,PG,"Animation, Adventure, Comedy",-2004,,,,,,,,,,,,,,,,"Animation, Comedy, Western",,"Comedy, History",11
Sword Art Online,7.6,TV-14,"Animation, Action, Adventure",(2012– ),,,,,,,,,,,,,,,,"Animation, Crime, Adventure",,"Documentary, Animation, Comedy",11
The Adventures of Tintin,7.3,PG,"Animation, Action, Adventure",-2011,,,,,,,,,,,,,,,,"Animation, Crime, Drama",,"Documentary, Animation, Biography",11
The Promised Neverland,8.4,TV-14,"Animation, Action, Adventure",(2019–2021),,,,,,,,,,,,,,,,"Animation, Crime, Family",,"Crime, Drama, Fantasy",11
Peppa Pig,6.3,TV-Y,"Animation, Adventure, Comedy",(2004– ),,,,,,,,,,,,,,,,"Animation, Crime, History",,"Crime, Mystery, Sci-Fi",11
Mushoku Tensei: Jobless Reincarnation,8.4,TV-14,"Animation, Action, Adventure",(2021– ),,,,,,,,,,,,,,,,"Animation, Crime, Music",,"Comedy, Crime, Fantasy",11
Ferdinand,6.7,PG,"Animation, Adventure, Comedy",-2017,,,,,,,,,,,,,,,,"Animation, Crime, Mystery",,"Animation, Action, Romance",11
Pinocchio,,,"Animation, Drama, Family",-2022,,,,,,,,,,,,,,,,"Animation, Crime, Sci-Fi",,"Adventure, Drama, Horror",11
A Silent Voice: The Movie,8.1,Not Rated,"Animation, Drama",-2016,,,,,,,,,,,,,,,,"Animation, Crime, Thriller",,"Animation, Family, Music",11
Dragon Ball Super,8.4,TV-PG,"Animation, Action, Adventure",(2015–2018),,,,,,,,,,,,,,,,"Animation, Documentary",,"Drama, Family, Sci-Fi",10
Wish Dragon,7.2,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Drama",,"Horror, Romance, Sci-Fi",10
Over the Garden Wall,8.8,TV-PG,"Animation, Short, Adventure",-2014,,,,,,,,,,,,,,,,"Animation, Drama, Family",,"Comedy, Horror, Romance",10
Snow White and the Seven Dwarfs,7.6,Approved,"Animation, Adventure, Family",-1937,,,,,,,,,,,,,,,,"Animation, Drama, Fantasy",,"Comedy, Horror, Musical",10
Ice Age 5: Collision Course,5.6,PG,"Animation, Adventure, Comedy",-2016,,,,,,,,,,,,,,,,"Animation, Drama, History",,"Fantasy, Mystery, Sci-Fi",10
The Creature Cases,8.8,TV-Y,"Animation, Action, Adventure",(2022– ),,,,,,,,,,,,,,,,"Animation, Drama, Horror",,"Short, Action, Comedy",10
Samurai Jack,8.5,TV-MA,"Animation, Action, Adventure",(2001–2017),,,,,,,,,,,,,,,,"Animation, Drama, Music",,"Drama, Horror, Romance",10
Cloudy with a Chance of Meatballs,6.9,PG,"Animation, Adventure, Comedy",-2009,,,,,,,,,,,,,,,,"Animation, Drama, Musical",,"Family, Fantasy, Sci-Fi",10
Steins;Gate,8.8,TV-14,"Animation, Comedy, Drama",(2011–2015),,,,,,,,,,,,,,,,"Animation, Drama, Mystery",,"Animation, Comedy, Sport",10
Space Jam,6.5,PG,"Animation, Adventure, Comedy",-1996,,,,,,,,,,,,,,,,"Animation, Drama, Romance",,"Action, Crime, Horror",10
The Hunchback of Notre Dame,7,G,"Animation, Drama, Family",-1996,,,,,,,,,,,,,,,,"Animation, Drama, Sci-Fi",,"Short, Comedy, Music",9
Ben 10,7.4,TV-Y7-FV,"Animation, Action, Adventure",(2005–2008),,,,,,,,,,,,,,,,"Animation, Drama, Sport",,"Comedy, Mystery, Sci-Fi",9
Vivo,6.7,PG,"Animation, Adventure, Comedy",(I) (2021),,,,,,,,,,,,,,,,"Animation, Drama, Thriller",,"Drama, Comedy",9
Back to the Outback,6.5,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Drama, War",,"Short, Comedy, Fantasy",9
Perfect Blue,8,R,"Animation, Crime, Drama",-1997,,,,,,,,,,,,,,,,"Animation, Family",,"Short, Comedy, Horror",9
Trolls,6.4,PG,"Animation, Adventure, Comedy",-2016,,,,,,,,,,,,,,,,"Animation, Family, Action",,"Short, Adventure, Comedy",9
The Secret Life of Pets 2,6.4,PG,"Animation, Adventure, Comedy",-2019,,,,,,,,,,,,,,,,"Animation, Family, Adventure",,"Drama, Family, Fantasy",9
Isle of Dogs,7.8,PG-13,"Animation, Adventure, Comedy",-2018,,,,,,,,,,,,,,,,"Animation, Family, Comedy",,"Action, Adventure, History",9
The Nightmare Before Christmas,7.9,PG,"Animation, Family, Fantasy",-1993,,,,,,,,,,,,,,,,"Animation, Family, Drama",,"Action, Romance, Sci-Fi",9
Battle Kitty,7.4,TV-Y7,"Animation, Action, Adventure",(2022– ),,,,,,,,,,,,,,,,"Animation, Family, Fantasy",,"Comedy, Crime, Sci-Fi",9
Robot Chicken,7.7,TV-MA,"Animation, Short, Adventure",(2001– ),,,,,,,,,,,,,,,,"Animation, Family, Game-Show",,"Animation, Action, Mystery",9
Home,6.6,PG,"Animation, Adventure, Comedy",(II) (2015),,,,,,,,,,,,,,,,"Animation, Family, History",,"Action, Adventure, Romance",9
The Jungle Book,7.6,G,"Animation, Adventure, Comedy",-1967,,,,,,,,,,,,,,,,"Animation, Family, Music",,"Animation, Fantasy, Romance",9
Your Lie in April,8.6,TV-PG,"Animation, Drama, Music",(2014–2015),,,,,,,,,,,,,,,,"Animation, Family, Musical",,"Action, Crime, Mystery",9
Dragon Ball,8.6,TV-14,"Animation, Action, Adventure",(1986–1989),,,,,,,,,,,,,,,,"Animation, Family, Mystery",,"Adventure, Fantasy, Horror",9
Rio,6.9,G,"Animation, Adventure, Comedy",-2011,,,,,,,,,,,,,,,,"Animation, Family, Romance",,"Action, Crime, Fantasy",9
"Re: Zero, Starting Life in Another World",8.1,TV-14,"Animation, Adventure, Drama",(2016– ),,,,,,,,,,,,,,,,"Animation, Family, Sci-Fi",,"Animation, Comedy, Mystery",9
DC Showcase: Constantine - The House of Mystery,6.1,R,Animation,(2022 Video),,,,,,,,,,,,,,,,"Animation, Family, Short",,"Adventure, Mystery, Sci-Fi",9
F Is for Family,8,TV-MA,"Animation, Comedy, Drama",(2015–2021),,,,,,,,,,,,,,,,"Animation, Family, Sport",,"Animation, Musical",9
Primal,8.7,TV-MA,"Animation, Action, Adventure",(2019– ),,,,,,,,,,,,,,,,"Animation, Family, Talk-Show",,"Action, Animation, Comedy",9
The Iron Giant,8,PG,"Animation, Action, Adventure",-1999,,,,,,,,,,,,,,,,"Animation, Family, Western",,"Animation, Short, Music",9
Robots,6.4,PG,"Animation, Adventure, Comedy",-2005,,,,,,,,,,,,,,,,"Animation, Fantasy",,"Adventure, Animation",9
Bolt,6.8,PG,"Animation, Adventure, Comedy",-2008,,,,,,,,,,,,,,,,"Animation, Fantasy, Adventure",,"Short, Adventure, Sci-Fi",8
Alvin and the Chipmunks,5.2,PG,"Animation, Adventure, Comedy",-2007,,,,,,,,,,,,,,,,"Animation, Fantasy, Horror",,"Family, Animation, Comedy",8
Fruits Basket,8.6,TV-14,"Animation, Comedy, Drama",(2019–2021),,,,,,,,,,,,,,,,"Animation, Fantasy, Music",,"Comedy, Music, Talk-Show",8
The Amazing World of Gumball,8.3,TV-Y7-FV,"Animation, Short, Adventure",(2011–2019),,,,,,,,,,,,,,,,"Animation, Fantasy, Musical",,"Short, Drama, Horror",8
Fairy Tail,8,TV-14,"Animation, Action, Adventure",(2009–2019),,,,,,,,,,,,,,,,"Animation, Fantasy, Mystery",,"Animation, Adventure, Horror",8
Kung Fu Panda 2,7.2,PG,"Animation, Action, Adventure",-2011,,,,,,,,,,,,,,,,"Animation, Fantasy, Romance",,"Animation, Family, Adventure",8
Around the World in 80 Days,4.7,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Fantasy, Sci-Fi",,"Animation, Fantasy, Mystery",8
Hop,5.4,PG,"Animation, Adventure, Comedy",-2011,,,,,,,,,,,,,,,,"Animation, Fantasy, Thriller",,"Comedy, Crime, Music",8
DuckTales,8.2,TV-Y,"Animation, Action, Adventure",(2017–2021),,,,,,,,,,,,,,,,"Animation, Game-Show",,"Comedy, Mystery, Thriller",7
Final Space,8.2,TV-14,"Animation, Action, Adventure",(2018–2021),,,,,,,,,,,,,,,,"Animation, History",,"Comedy, Romance, Western",7
Dinosaur,6.4,PG,"Animation, Adventure, Drama",-2000,,,,,,,,,,,,,,,,"Animation, History, Romance",,"Comedy, News, Talk-Show",7
Baki,6.7,TV-MA,"Animation, Action, Drama",(2018–2020),,,,,,,,,,,,,,,,"Animation, Horror",,"Comedy, Sci-Fi, Thriller",7
Peter Pan,7.3,G,"Animation, Adventure, Family",-1953,,,,,,,,,,,,,,,,"Animation, Horror, Mystery",,"Documentary, Action, Comedy",7
Happy Feet,6.4,PG,"Animation, Adventure, Comedy",-2006,,,,,,,,,,,,,,,,"Animation, Horror, Sci-Fi",,"Family, Comedy, Animation",7
The Batman,7.3,TV-Y7,"Animation, Action, Adventure",(2004–2008),,,,,,,,,,,,,,,,"Animation, Horror, Thriller",,"Romance, Sci-Fi, Thriller",7
Meet the Robinsons,6.8,G,"Animation, Adventure, Comedy",-2007,,,,,,,,,,,,,,,,"Animation, Music",,"Short, Comedy, Crime",7
Mob Psycho 100,8.6,TV-14,"Animation, Action, Comedy",(2016– ),,,,,,,,,,,,,,,,"Animation, Music, Musical",,"Short, Action, Fantasy",7
Erased,8.5,TV-14,"Animation, Drama, Fantasy",-2016,,,,,,,,,,,,,,,,"Animation, Music, Romance",,"Comedy, Romance, Drama",7
Teen Titans,7.9,TV-Y7-FV,"Animation, Action, Adventure",(2003–2006),,,,,,,,,,,,,,,,"Animation, Music, Sci-Fi",,"Family, Animation",7
Aqua Teen Hunger Force,7.7,TV-MA,"Animation, Comedy",(2000–2015),,,,,,,,,,,,,,,,"Animation, Music, Talk-Show",,"Crime, Sci-Fi",7
Beowulf,6.3,PG-13,"Animation, Action, Adventure",-2007,,,,,,,,,,,,,,,,"Animation, Music, Thriller",,"Documentary, Biography, Comedy",7
Super Dragon Ball Heroes,6.8,TV-PG,"Animation, Action, Adventure",(2018– ),,,,,,,,,,,,,,,,"Animation, Musical",,"Comedy, Mystery, Romance",7
My Hero Academia: World Heroes' Mission,7.1,PG-13,"Animation, Action, Adventure",-2021,,,,,,,,,,,,,,,,"Animation, Musical, Romance",,"Crime, Horror, Mystery",7
The Loud House,7,TV-Y7,"Animation, Short, Adventure",(2015– ),,,,,,,,,,,,,,,,"Animation, Mystery",,"Action, Family, Sci-Fi",7
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,9,,"Animation, Action, Fantasy",-2021,,,,,,,,,,,,,,,,"Animation, Mystery, Comedy",,"Animation, Adventure, Biography",7
That Time I Got Reincarnated as a Slime,8.1,TV-PG,"Animation, Action, Adventure",(2018– ),,,,,,,,,,,,,,,,"Animation, Mystery, Sci-Fi",,"Adventure, Horror, Mystery",7
The Road to El Dorado,6.9,PG,"Animation, Adventure, Comedy",-2000,,,,,,,,,,,,,,,,"Animation, Mystery, Thriller",,"Adventure, Drama, Romance",7
Sonic Boom,6.8,TV-Y7,"Animation, Short, Action",(2014–2017),,,,,,,,,,,,,,,,"Animation, Romance",,"Documentary, Adventure, Comedy",6
Robin Hood,7.5,G,"Animation, Adventure, Comedy",-1973,,,,,,,,,,,,,,,,"Animation, Romance, Sci-Fi",,"Drama, Sci-Fi, War",6
Injustice,6.3,R,"Animation, Action, Adventure",-2021,,,,,,,,,,,,,,,,"Animation, Romance, Sport",,"Comedy, Musical, Sci-Fi",6
86,8.1,TV-14,"Animation, Action, Drama",(2021– ),,,,,,,,,,,,,,,,"Animation, Sci-Fi",,"Comedy, Music, Musical",6
Sesame Street,8.1,TV-Y,"Animation, Adventure, Comedy",(1957– ),,,,,,,,,,,,,,,,"Animation, Sci-Fi, Action",,"Comedy, Romance, Thriller",6
Shikimori's Not Just a Cutie,7.1,,"Animation, Comedy, Drama",(2022– ),,,,,,,,,,,,,,,,"Animation, Sci-Fi, Adventure",,"Documentary, History, Sci-Fi",6
The Aristocats,7.1,G,"Animation, Adventure, Comedy",-1970,,,,,,,,,,,,,,,,"Animation, Sci-Fi, Family",,"Fantasy, Sci-Fi, Thriller",6
Despicable Me 2,7.3,PG,"Animation, Adventure, Comedy",-2013,,,,,,,,,,,,,,,,"Animation, Sci-Fi, Thriller",,"Action, Animation, Sci-Fi",6
The Book of Life,7.2,PG,"Animation, Adventure, Comedy",-2014,,,,,,,,,,,,,,,,"Animation, Sci-Fi, War",,"Animation, Fantasy, Music",6
X-Men: The Animated Series,8.4,TV-Y7,"Animation, Action, Family",(1992–1997),,,,,,,,,,,,,,,,"Animation, Short",,"Adventure, Romance, Sci-Fi",6
Weathering with You,7.5,PG-13,"Animation, Drama, Fantasy",-2019,,,,,,,,,,,,,,,,"Animation, Short, Action",,"Animation, Family, Sport",6
Ponyo,7.6,G,"Animation, Adventure, Comedy",-2008,,,,,,,,,,,,,,,,"Animation, Short, Adventure",,"Adventure, Fantasy, Romance",6
The Boss Baby,6.3,PG,"Animation, Adventure, Comedy",-2017,,,,,,,,,,,,,,,,"Animation, Short, Biography",,"Animation, History",6
Kotaro Lives Alone,8.5,TV-14,"Animation, Comedy",(2022– ),,,,,,,,,,,,,,,,"Animation, Short, Comedy",,"Adventure, Comedy, Mystery",6
Parasyte: The Maxim,8.3,TV-MA,"Animation, Action, Drama",(2014–2015),,,,,,,,,,,,,,,,"Animation, Short, Crime",,"Animation, Mystery, Sci-Fi",6
Cinderella,7.3,G,"Animation, Family, Fantasy",-1950,,,,,,,,,,,,,,,,"Animation, Short, Drama",,"Action, Sci-Fi, Sport",6
Bee Movie,6.1,PG,"Animation, Adventure, Comedy",-2007,,,,,,,,,,,,,,,,"Animation, Short, Family",,"Animation, Comedy, Talk-Show",6
The Dragon Prince,8.4,TV-Y7,"Animation, Action, Adventure",(2018– ),,,,,,,,,,,,,,,,"Animation, Short, Fantasy",,"Animation, Drama, Thriller",6
The Addams Family 2,5.4,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Short, History",,"Animation, Biography, Comedy",6
A Goofy Movie,6.9,G,"Animation, Adventure, Comedy",-1995,,,,,,,,,,,,,,,,"Animation, Short, Horror",,"Comedy, Fantasy, Mystery",5
Kiki's Delivery Service,7.8,G,"Animation, Family, Fantasy",-1989,,,,,,,,,,,,,,,,"Animation, Short, Music",,"Comedy, Family, Game-Show",5
"Batman: The Long Halloween, Part One",7.2,PG-13,"Animation, Action, Crime",-2021,,,,,,,,,,,,,,,,"Animation, Short, Musical",,"Short, Mystery, Sci-Fi",5
My Little Pony: A New Generation,6.8,PG,"Animation, Adventure, Comedy",-2021,,,,,,,,,,,,,,,,"Animation, Short, Mystery",,"Documentary, Animation, Drama",5
Summer Time Rendering,8.3,TV-14,"Animation, Drama, Mystery",(2022– ),,,,,,,,,,,,,,,,"Animation, Short, News",,"Drama, History, Sci-Fi",5
Violet Evergarden,8.4,TV-14,"Animation, Drama, Fantasy",-2018,,,,,,,,,,,,,,,,"Animation, Short, Romance",,"Comedy, Fantasy, Music",5
Berserk,6.8,TV-MA,"Animation, Action, Adventure",(2016–2017),,,,,,,,,,,,,,,,"Animation, Short, Sci-Fi",,"Documentary, Mystery, Sci-Fi",5
Ghost in the Shell,7.9,TV-MA,"Animation, Action, Crime",-1995,,,,,,,,,,,,,,,,"Animation, Short, Sport",,"Short, Action, Horror",5
The Good Dinosaur,6.7,PG,"Animation, Adventure, Comedy",-2015,,,,,,,,,,,,,,,,"Animation, Short, Thriller",,"Short, Drama, Romance",5
Fireheart,6.1,,"Animation, Adventure, Comedy",-2022,,,,,,,,,,,,,,,,"Animation, Short, Western",,"Musical, Sci-Fi",5
Alice in Wonderland,7.4,G,"Animation, Adventure, Comedy",-1951,,,,,,,,,,,,,,,,"Animation, Sport",,"Short, Animation",5
Central Park,6.8,TV-PG,"Animation, Comedy, Musical",(2020– ),,,,,,,,,,,,,,,,"Animation, Sport, Thriller",,"Documentary, Comedy, Drama",5
Over the Hedge,6.7,PG,"Animation, Adventure, Comedy",-2006,,,,,,,,,,,,,,,,"Animation, Thriller",,"Action, Comedy, Sport",5
Kingdom,8.4,TV-MA,"Animation, Action, Drama",(2012– ),,,,,,,,,,,,,,,,"Animation, War",,"Animation, Action, Music",5
Despicable Me 3,6.2,PG,"Animation, Adventure, Comedy",-2017,,,,,,,,,,,,,,,,"Animation, Western, Action",,"Comedy, Crime, Musical",5
Puss in Boots,6.6,PG,"Animation, Adventure, Comedy",-2011,,,,,,,,,,,,,,,,"Biography, Comedy",,"Adventure, Fantasy, Mystery",5
Assassination Classroom,8,TV-14,"Animation, Action, Comedy",(2013–2016),,,,,,,,,,,,,,,,"Biography, Comedy, Crime",,"Animation, Short, Romance",5
The Cuphead Show!,7.5,TV-Y7,"Animation, Short, Action",(2022– ),,,,,,,,,,,,,,,,"Biography, Comedy, Drama",,"Animation, Mystery, Thriller",5
FernGully: The Last Rainforest,6.5,G,"Animation, Adventure, Family",-1992,,,,,,,,,,,,,,,,"Biography, Comedy, History",,"Animation, Mystery",5
Ice Age 4: Continental Drift,6.5,PG,"Animation, Adventure, Comedy",-2012,,,,,,,,,,,,,,,,"Biography, Comedy, Music",,"Adventure, Comedy, Musical",5
Dr. Stone,8.2,TV-14,"Animation, Action, Adventure",(2019– ),,,,,,,,,,,,,,,,"Biography, Comedy, Musical",,"Animation, Comedy, History",5
Justice League,8.6,TV-PG,"Animation, Action, Adventure",(2001–2004),,,,,,,,,,,,,,,,"Biography, Comedy, Romance",,"Drama, Sci-Fi, Horror",4
Batman Beyond,8.1,TV-Y7,"Animation, Action, Adventure",(1999–2001),,,,,,,,,,,,,,,,"Biography, Comedy, Sci-Fi",,"Comedy, Music, Sci-Fi",4
Spider-Man: The Animated Series,8.4,TV-Y,"Animation, Action, Adventure",(1994–1998),,,,,,,,,,,,,,,,"Biography, Drama, Fantasy",,"Short, Comedy, Romance",4
